Key	Form	URL
source-file-descriptor-path	(source-file-descriptor-path sfd)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s66
source-file-descriptor?	(source-file-descriptor? obj)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s64
source-object-bfp	(source-object-bfp source-object)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s58
source-object-column	(source-object-column source-object)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s61
source-object-efp	(source-object-efp source-object)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s59
source-object-line	(source-object-line source-object)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s60
source-object-sfd	(source-object-sfd source-object)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s57
source-object?	(source-object? obj)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s56
source-table-cell	(source-table-cell source-table source-object default)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s86
source-table-contains?	(source-table-contains? source-table source-object)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s85
source-table-delete!	(source-table-delete! source-table source-object)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s87
source-table-dump	(source-table-dump source-table)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s156
source-table-ref	(source-table-ref source-table source-object default)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s84
source-table-set!	(source-table-set! source-table source-object obj)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s83
source-table-size	(source-table-size source-table)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s88
source-table?	(source-table? obj)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s82
sstats-bytes	(sstats-bytes s)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s236
sstats-cpu	(sstats-cpu s)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s236
sstats-difference	(sstats-difference s1 s2)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s238
sstats-gc-bytes	(sstats-gc-bytes s)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s236
sstats-gc-count	(sstats-gc-count s)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s236
sstats-gc-cpu	(sstats-gc-cpu s)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s236
sstats-gc-real	(sstats-gc-real s)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s236
sstats-print	(sstats-print s)~(sstats-print s textual-output-port)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s239
sstats-real	(sstats-real s)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s236
sstats?	(sstats? obj)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s235
standard-error-port	(standard-error-port)~(standard-error-port b-mode)~(standard-error-port b-mode ?transcoder)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s82
standard-input-port	(standard-input-port)~(standard-input-port b-mode)~(standard-input-port b-mode ?transcoder)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s61
standard-output-port	(standard-output-port)~(standard-output-port b-mode)~(standard-output-port b-mode ?transcoder)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s81
statistics	(statistics)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s233
string->immutable-string	(string->immutable-string string)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s25
string->multibyte	(string->multibyte code-page string)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s92
string->number	(string->number string)~(string->number string radix)	https://cisco.github.io/ChezScheme/csug9.5/numeric.html#./numeric:s78
string-ci<=?	(string-ci<=? string1 string2 string3 ...)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s20
string-ci<?	(string-ci<? string1 string2 string3 ...)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s20
string-ci=?	(string-ci=? string1 string2 string3 ...)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s20
string-ci>=?	(string-ci>=? string1 string2 string3 ...)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s20
string-ci>?	(string-ci>? string1 string2 string3 ...)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s20
string-copy!	(string-copy! src src-start dst dst-start n)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s21
string-truncate!	(string-truncate! string n)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s23
string<=?	(string<=? string1 string2 string3 ...)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s20
string<?	(string<? string1 string2 string3 ...)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s20
string=?	(string=? string1 string2 string3 ...)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s20
string>=?	(string>=? string1 string2 string3 ...)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s20
string>?	(string>? string1 string2 string3 ...)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s20
strip-fasl-file	(strip-fasl-file input-path output-path options)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s87
sub1	(sub1 num)	https://cisco.github.io/ChezScheme/csug9.5/numeric.html#./numeric:s68
subset-mode	subset-mode	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s266
subst	(subst new old tree)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s11
subst!	(subst! new old tree)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s11
substq	(substq new old tree)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s11
substq!	(substq! new old tree)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s11
substring-fill!	(substring-fill! string start end char)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s22
substv	(substv new old tree)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s11
substv!	(substv! new old tree)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s11
subtract-duration	(subtract-duration time timed)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s212
subtract-duration!	(subtract-duration! time timed)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s212
suppress-greeting	suppress-greeting	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s200
symbol-hashtable-cell	(symbol-hashtable-cell hashtable key default)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s138
symbol-hashtable-contains?	(symbol-hashtable-contains? hashtable key)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s136
symbol-hashtable-delete!	(symbol-hashtable-delete! hashtable key)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s139
symbol-hashtable-ref	(symbol-hashtable-ref hashtable key default)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s135
symbol-hashtable-set!	(symbol-hashtable-set! hashtable key value)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s134
symbol-hashtable-update!	(symbol-hashtable-update! hashtable key procedure default)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s137
symbol-hashtable?	(symbol-hashtable? obj)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s133
syntax->annotation	(syntax->annotation obj)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s69
syntax->list	(syntax->list syntax-object)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s6
syntax->vector	(syntax->vector syntax-object)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s7
syntax-error	(syntax-error obj string ...)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s13
syntax-object->datum	(syntax-object->datum obj)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s8
syntax-rules	(syntax-rules (literal ...) clause ...)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s4
system	(system command)	https://cisco.github.io/ChezScheme/csug9.5/foreign.html#./foreign:s4
tanh	(tanh num)	https://cisco.github.io/ChezScheme/csug9.5/numeric.html#./numeric:s76
textual-port-input-buffer	(textual-port-input-buffer textual-input-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s16
textual-port-input-count	(textual-port-input-count textual-input-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s18
textual-port-input-index	(textual-port-input-index textual-input-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s16
textual-port-input-size	(textual-port-input-size textual-input-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s16
textual-port-output-buffer	(textual-port-output-buffer output-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s20
textual-port-output-count	(textual-port-output-count textual-output-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s22
textual-port-output-index	(textual-port-output-index output-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s20
textual-port-output-size	(textual-port-output-size output-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s20
thread-condition?	(thread-condition? obj)	https://cisco.github.io/ChezScheme/csug9.5/threads.html#./threads:s13
thread?	(thread? obj)	https://cisco.github.io/ChezScheme/csug9.5/threads.html#./threads:s3
threaded?	(threaded?)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s260
time	(time expr)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s222
time-difference	(time-difference time1 time2)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s212
time-difference!	(time-difference! time1 time2)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s212
time-nanosecond	(time-nanosecond time)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s208
time-second	(time-second time)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s208
time-type	(time-type time)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s208
time-utc->date	(time-utc->date time)~(time-utc->date time offset)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s219
time<=?	(time<=? time1 time2)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s210
time<?	(time<? time1 time2)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s210
time=?	(time=? time1 time2)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s210
time>=?	(time>=? time1 time2)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s210
time>?	(time>? time1 time2)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s210
time?	(time? obj)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s207
timer-interrupt-handler	timer-interrupt-handler	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s24
top-level-bound?	(top-level-bound? symbol)~(top-level-bound? symbol env)	https://cisco.github.io/ChezScheme/csug9.5/binding.html#./binding:s30
top-level-mutable?	(top-level-mutable? symbol)~(top-level-mutable? symbol env)	https://cisco.github.io/ChezScheme/csug9.5/binding.html#./binding:s31
top-level-program	(top-level-program imports body)	https://cisco.github.io/ChezScheme/csug9.5/libraries.html#./libraries:s14
top-level-syntax	(top-level-syntax symbol)~(top-level-syntax symbol env)	https://cisco.github.io/ChezScheme/csug9.5/binding.html#./binding:s34
top-level-syntax?	(top-level-syntax? symbol)~(top-level-syntax? symbol env)	https://cisco.github.io/ChezScheme/csug9.5/binding.html#./binding:s35
top-level-value	(top-level-value symbol)~(top-level-value symbol env)	https://cisco.github.io/ChezScheme/csug9.5/binding.html#./binding:s29
trace	(trace var1 var2 ...)~(trace)	https://cisco.github.io/ChezScheme/csug9.5/debug.html#./debug:s9
trace-case-lambda	(trace-case-lambda name clause ...)	https://cisco.github.io/ChezScheme/csug9.5/debug.html#./debug:s3
trace-define	(trace-define var expr)~(trace-define (var . idspec) body1 body2 ...)	https://cisco.github.io/ChezScheme/csug9.5/debug.html#./debug:s14
trace-define-syntax	(trace-define-syntax keyword expr)	https://cisco.github.io/ChezScheme/csug9.5/debug.html#./debug:s15
trace-do	(trace-do ((var init update) ...) (test result ...) expr ...)	https://cisco.github.io/ChezScheme/csug9.5/debug.html#./debug:s7
trace-lambda	(trace-lambda name formals body1 body2 ...)	https://cisco.github.io/ChezScheme/csug9.5/debug.html#./debug:s0
trace-let	(trace-let name ((var expr) ...) body1 body2 ...)	https://cisco.github.io/ChezScheme/csug9.5/debug.html#./debug:s5
trace-output-port	trace-output-port	https://cisco.github.io/ChezScheme/csug9.5/debug.html#./debug:s11
trace-print	trace-print	https://cisco.github.io/ChezScheme/csug9.5/debug.html#./debug:s12
transcoder?	(transcoder? obj)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s12
transcript-cafe	(transcript-cafe path)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s204
transcript-off	(transcript-off)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s203
transcript-on	(transcript-on path)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s202
truncate-file	(truncate-file output-port)~(truncate-file output-port pos)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s87
truncate-port	(truncate-port output-port)~(truncate-port output-port pos)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s87
type-descriptor	(type-descriptor name)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s179
unbox	(unbox box)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s83
undefined-variable-warnings	undefined-variable-warnings	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s126
unget-char	(unget-char textual-input-port char)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s65
unget-u8	(unget-u8 binary-input-port octet)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s66
unlock-object	(unlock-object obj)	https://cisco.github.io/ChezScheme/csug9.5/smgmt.html#./smgmt:s38
unread-char	(unread-char char)~(unread-char char textual-input-port)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s65
unregister-guardian	(unregister-guardian guardian)	https://cisco.github.io/ChezScheme/csug9.5/smgmt.html#./smgmt:s32
untrace	(untrace var1 var2 ...)~(untrace)	https://cisco.github.io/ChezScheme/csug9.5/debug.html#./debug:s10
utf-16-codec	(utf-16-codec)~(utf-16-codec endianness)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s9
utf-16be-codec	(utf-16be-codec)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s9
utf-16le-codec	(utf-16le-codec)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s9
vector->immutable-vector	(vector->immutable-vector vector)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s35
vector-cas!	(vector-cas! vector n old-obj new-obj)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s33
vector-copy	(vector-copy vector)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s31
vector-set-fixnum!	(vector-set-fixnum! vector n fixnum)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s32
verify-loadability	(verify-loadability situation input ...)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s50
virtual-register	(virtual-register k)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s256
virtual-register-count	(virtual-register-count)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s254
visit	(visit path)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s59
visit-compiled-from-port	(visit-compiled-from-port input-port)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s57
void	(void)	https://cisco.github.io/ChezScheme/csug9.5/objects.html#./objects:s112
waiter-prompt-and-read	waiter-prompt-and-read	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s178
waiter-prompt-string	waiter-prompt-string	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s177
waiter-write	waiter-write	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s180
warning	(warning who msg irritant ...)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s1
warningf	(warningf who msg irritant ...)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s2
weak-cons	(weak-cons obj1 obj2)	https://cisco.github.io/ChezScheme/csug9.5/smgmt.html#./smgmt:s24
weak-pair?	(weak-pair? obj)	https://cisco.github.io/ChezScheme/csug9.5/smgmt.html#./smgmt:s25
with	(with ((pat expr) ...) template)	https://cisco.github.io/ChezScheme/csug9.5/compat.html#./compat:s20
with-cost-center	(with-cost-center cost-center thunk)~(with-cost-center timed? cost-center thunk)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s246
with-implicit	(with-implicit (id0 id1 ...) body1 body2 ...)	https://cisco.github.io/ChezScheme/csug9.5/syntax.html#./syntax:s11
with-input-from-file	(with-input-from-file path thunk)~(with-input-from-file path thunk options)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s59
with-input-from-string	(with-input-from-string string thunk)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s46
with-interrupts-disabled	(with-interrupts-disabled body1 body2 ...)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s27
with-mutex	(with-mutex mutex body1 body2 ...)	https://cisco.github.io/ChezScheme/csug9.5/threads.html#./threads:s10
with-output-to-file	(with-output-to-file path thunk)~(with-output-to-file path thunk options)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s79
with-output-to-string	(with-output-to-string thunk)	https://cisco.github.io/ChezScheme/csug9.5/io.html#./io:s50
with-profile-tracker	(with-profile-tracker thunk)~(with-profile-tracker preserve-existing? thunk)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s153
with-source-path	(with-source-path who name procedure)	https://cisco.github.io/ChezScheme/csug9.5/system.html#./system:s103
